number,DATA_EMISSAO,PEDC_DT_CHEGADA,P_PED_CLIENTE,ENTREGA_SIGE,V_TOTAL,V_FRETE,IPMP_VL_MEIO,DECODE(PVC.PEDC_SITUACAO.'C'.',IPI_SKU_ITEM,IPI_V_UNITARIO,IPI_DESC_ITEM
1620,22/08/2016,22/08/2016 21:53:00,63626119,6362611901,809.1,0,809.1,Aberto,595984,899,"89,900,000"
1621,22/08/2016,22/08/2016 21:53:00,63626120,6362612001,2014.9,15.9,2014.9,Liquidado,525622,1999,0
1622,22/08/2016,22/08/2016 21:54:00,63626128,6362612801,345,17,345,Liquidado,380922,328,0
1623,22/08/2016,22/08/2016 21:54:00,63626131,6362613101,448,50,448,Liquidado,543785,398,0
1624,22/08/2016,22/08/2016 21:54:00,63626132,6362613201,87.8,7.9,87.8,Liquidado,583590,79.9,0
1625,22/08/2016,22/08/2016 21:54:00,63626134,6362613401,1135.9,26.9,1135.9,Liquidado,543797,1109,0
1626,22/08/2016,22/08/2016 21:55:00,63626140,6362614001,108,9,108,Liquidado,98389,99,0
1627,22/08/2016,22/08/2016 21:55:00,63626141,6362614101,507.2,9,507.2,Aberto,387127,498.2,0
1628,22/08/2016,22/08/2016 21:55:00,63626142,6362614201,708,10,708,Liquidado,495745,698,0
1629,22/08/2016,22/08/2016 21:55:00,63626144,6362614401,139.9,10.9,139.9,Aberto,106417,129,0
1630,22/08/2016,22/08/2016 21:55:00,63626145,6362614501,44.9,5,44.9,Liquidado,596378,39.9,0
1631,22/08/2016,22/08/2016 21:55:00,63626147,6362614701,1220,21,1220,Liquidado,593576,1199,0
1632,22/08/2016,22/08/2016 21:55:00,63626149,6362614901,143.9,14,143.9,Liquidado,456007,129.9,0
1633,22/08/2016,22/08/2016 21:56:00,63626152,6362615201,1039.8,39.9,1039.8,Liquidado,492156,999.9,0
1634,22/08/2016,22/08/2016 21:56:00,63626155,6362615501,211.1,23.9,211.1,Liquidado,417507,11.8,0
1635,22/08/2016,22/08/2016 21:56:00,63626155,6362615501,211.1,23.9,211.1,Liquidado,541392,75.9,0
1636,22/08/2016,22/08/2016 21:56:00,63626156,6362615601,408.99,19.99,408.99,Liquidado,585851,389,0
1637,22/08/2016,22/08/2016 21:56:00,63626158,6362615801,470.24,41,470.24,Liquidado,59967,438,"8,760,000"
1638,22/08/2016,22/08/2016 21:56:00,63626159,6362615901,439,10,439,Liquidado,588898,429,0
1639,22/08/2016,22/08/2016 21:56:00,63626160,6362616001,181.8,15.9,181.8,Liquidado,106464,165.9,0
1640,22/08/2016,22/08/2016 21:56:00,63626161,6362616101,112.9,23,112.9,Liquidado,127671,89.9,0
1641,22/08/2016,22/08/2016 21:56:00,63626161,6362616102,75,18,75,Liquidado,4220,57,0
1642,22/08/2016,22/08/2016 21:56:00,63626162,6362616201,672,63,672,Aberto,365268,609,0
1643,22/08/2016,22/08/2016 21:56:00,63626162,6362616202,2061.9,63,2061.9,Aberto,281567,1998.9,0
1644,22/08/2016,22/08/2016 21:56:00,63626163,6362616301,1337.02,17.9,1337.02,Liquidado,596566,1499,"179,880,000"
1645,22/08/2016,22/08/2016 21:56:00,63626165,6362616501,62.5,5,62.5,Liquidado,11992,57.5,0
1646,22/08/2016,22/08/2016 21:56:00,63626166,6362616601,133.9,14.9,133.9,Liquidado,591052,119,0
1647,22/08/2016,22/08/2016 21:57:00,63626168,6362616801,323,18,323,Aberto,589911,305,0
1648,22/08/2016,22/08/2016 21:57:00,63626169,6362616901,107.9,22,107.9,Liquidado,375454,85.9,0
1649,22/08/2016,22/08/2016 21:57:00,63626169,6362616902,167.9,22,167.9,Liquidado,235472,145.9,0
1650,22/08/2016,22/08/2016 21:57:00,63626171,6362617101,2321.9,23.9,2321.9,Liquidado,592628,1149,0
1651,22/08/2016,22/08/2016 21:57:00,63626171,6362617101,2321.9,23.9,2321.9,Liquidado,592630,1149,0
1652,22/08/2016,22/08/2016 21:57:00,63626172,6362617201,242.45,7.9,242.45,Liquidado,445833,47.9,0
1653,22/08/2016,22/08/2016 21:57:00,63626172,6362617201,242.45,7.9,242.45,Liquidado,495296,37.9,0
1654,22/08/2016,22/08/2016 21:57:00,63626172,6362617201,242.45,7.9,242.45,Liquidado,501836,36.95,0
1655,22/08/2016,22/08/2016 21:57:00,63626173,6362617301,135.8,0,135.8,Aberto,380732,54.9,0
1656,22/08/2016,22/08/2016 21:57:00,63626173,6362617301,135.8,0,135.8,Aberto,492562,80.9,0
1657,22/08/2016,22/08/2016 21:58:00,63626174,6362617401,2466,18,2466,Liquidado,533060,2448,0
1658,22/08/2016,22/08/2016 21:58:00,63626175,6362617501,1667,11,1667,Liquidado,103735,828,0
1659,22/08/2016,22/08/2016 21:58:00,63626176,6362617601,217.3,4,217.3,Liquidado,379727,71.1,0
1660,22/08/2016,22/08/2016 21:58:00,63626177,6362617701,1690,21,1690,Liquidado,532879,1329,0
1661,22/08/2016,22/08/2016 21:58:00,63626177,6362617701,1690,21,1690,Liquidado,589524,340,0
1662,22/08/2016,22/08/2016 21:58:00,63626180,6362618001,2728.99,29.99,2728.99,Liquidado,589848,2580,0
1663,22/08/2016,22/08/2016 21:58:00,63626180,6362618001,2728.99,29.99,2728.99,Liquidado,591419,119,0
1664,22/08/2016,22/08/2016 21:58:00,63626181,6362618101,664.9,15.9,664.9,Liquidado,549595,649,0
1665,22/08/2016,22/08/2016 21:58:00,63626184,6362618401,372.9,33,372.9,Liquidado,549380,339.9,0
1666,22/08/2016,22/08/2016 21:59:00,63626185,6362618501,452,4,452,Liquidado,16250,448,0
1667,22/08/2016,22/08/2016 21:59:00,63626186,6362618601,294.5,7.9,294.5,Liquidado,519104,82.9,0
1668,22/08/2016,22/08/2016 21:59:00,63626186,6362618601,294.5,7.9,294.5,Liquidado,541968,37.9,0
1669,22/08/2016,22/08/2016 21:59:00,63626189,6362618901,156.9,7,156.9,Liquidado,572498,149.9,0
1670,22/08/2016,22/08/2016 21:59:00,63626190,6362619001,76,7,76,Liquidado,100802,69,0
1671,22/08/2016,22/08/2016 21:59:00,63626192,6362619201,29.8,9.9,29.8,Aberto,93111,19.9,0
1672,22/08/2016,22/08/2016 21:59:00,63626196,6362619601,878.99,19.99,878.99,Liquidado,594023,859,0
1673,22/08/2016,22/08/2016 21:59:00,63626198,6362619801,306.9,37,306.9,Liquidado,545043,269.9,0
1674,22/08/2016,22/08/2016 21:59:00,63626199,6362619901,204.9,25,204.9,Liquidado,526727,179.9,0
1675,22/08/2016,22/08/2016 22:00:00,63626200,6362620001,1511.9,12.9,1511.9,Liquidado,586858,1499,0
1676,22/08/2016,22/08/2016 22:00:00,63626202,6362620201,433,19.9,199.35,Aberto,350931,459,"45,900,000"
1677,22/08/2016,22/08/2016 22:00:00,63626202,6362620201,433,19.9,233.65,Aberto,350931,459,"45,900,000"
1678,22/08/2016,22/08/2016 22:00:00,63626203,6362620301,789.9,0,789.9,Liquidado,589374,789.9,0
1679,22/08/2016,22/08/2016 22:00:00,63626204,6362620401,794.9,15.9,794.9,Liquidado,596423,779,0
1680,22/08/2016,22/08/2016 22:00:00,63626210,6362621001,171.4,7.9,171.4,Liquidado,380684,54.5,0
1681,22/08/2016,22/08/2016 22:00:00,63626212,6362621201,971.9,43,971.9,Aberto,395375,928.9,0
1682,22/08/2016,22/08/2016 22:00:00,63626213,6362621301,1420,21,1420,Liquidado,591652,1399,0
1683,22/08/2016,22/08/2016 22:00:00,63626214,6362621401,102.9,14,102.9,Liquidado,379022,88.9,0
1684,22/08/2016,22/08/2016 22:00:00,63626217,6362621701,308.39,5.99,308.39,Liquidado,413771,336,"33,600,000"
1685,22/08/2016,22/08/2016 22:00:00,63626218,6362621801,204.9,5.9,204.9,Liquidado,594980,199,0
1686,22/08/2016,22/08/2016 22:00:00,63626219,6362621901,887.9,8.9,887.9,Liquidado,596872,879,0
1687,22/08/2016,22/08/2016 22:01:00,63626220,6362622001,2414,15,2414,Liquidado,532881,2399,0
1688,22/08/2016,22/08/2016 22:01:00,63626222,6362622201,215.9,6,215.9,Liquidado,375964,209.9,0
1689,22/08/2016,22/08/2016 22:01:00,63626225,6362622501,237.41,0,237.41,Liquidado,30295,249.9,"12,490,000"
1690,22/08/2016,22/08/2016 22:01:00,63626226,6362622601,693.9,15.9,693.9,Liquidado,590005,678,0
1691,22/08/2016,22/08/2016 22:01:00,63626227,6362622701,80.91,5,80.91,Liquidado,347437,79.9,"3,990,000"
1692,22/08/2016,22/08/2016 22:01:00,63626228,6362622801,1570.9,12.9,1570.9,Liquidado,596423,779,0
1693,22/08/2016,22/08/2016 22:01:00,63626229,6362622901,286,37,286,Liquidado,235865,249,0
1694,22/08/2016,22/08/2016 22:01:00,63626230,6362623001,53,4,53,Liquidado,434850,49,0
1695,22/08/2016,22/08/2016 22:02:00,63626240,6362624001,334.1,20,334.1,Liquidado,344046,349,"34,900,000"
1696,22/08/2016,22/08/2016 22:02:00,63626244,6362624401,2875.2,77,2875.2,Aberto,470455,2798.2,0
1697,22/08/2016,22/08/2016 22:02:00,63626245,6362624501,922.9,23.9,461.45,Liquidado,542574,899,0
1698,22/08/2016,22/08/2016 22:02:00,63626248,6362624801,1964,15,1964,Liquidado,532880,1949,0
1699,22/08/2016,22/08/2016 22:02:00,63626250,6362625001,488,10,488,Liquidado,453568,478,0
1700,22/08/2016,22/08/2016 22:02:00,63626251,6362625101,907.9,8.9,907.9,Liquidado,542576,899,0
1701,22/08/2016,22/08/2016 22:02:00,63626254,6362625401,347.99,9.99,347.99,Liquidado,413988,338,0
1702,22/08/2016,22/08/2016 22:02:00,63626255,6362625501,2810,11,2810,Aberto,549725,2799,0
1703,22/08/2016,22/08/2016 22:03:00,63626260,6362626001,227.8,7.9,227.8,Liquidado,7195,219.9,0
1704,22/08/2016,22/08/2016 22:03:00,63626261,6362626101,136.9,8,136.9,Liquidado,591984,128.9,0
1705,22/08/2016,22/08/2016 22:03:00,63626261,6362626102,132,3,132,Liquidado,589546,129,0
1706,22/08/2016,22/08/2016 22:03:00,63626263,6362626301,411.5,7.9,411.5,Liquidado,380733,54.5,0
1707,22/08/2016,22/08/2016 22:03:00,63626263,6362626301,411.5,7.9,411.5,Liquidado,500168,31.9,0
1708,22/08/2016,22/08/2016 22:03:00,63626263,6362626301,411.5,7.9,411.5,Liquidado,541968,37.5,0
1709,22/08/2016,22/08/2016 22:03:00,63626263,6362626302,91.9,3,91.9,Liquidado,485680,88.9,0
1710,22/08/2016,22/08/2016 22:03:00,63626264,6362626401,106.9,7.9,106.9,Liquidado,106462,99,0
1711,22/08/2016,22/08/2016 22:03:00,63626274,6362627401,56.8,6.9,56.8,Liquidado,313167,49.9,0
1712,22/08/2016,22/08/2016 22:04:00,63626277,6362627701,3339,40,3339,Liquidado,532906,3299,0
1713,22/08/2016,22/08/2016 22:04:00,63626279,6362627901,2118.89,19.99,2118.89,Liquidado,272934,2098.9,0
1714,22/08/2016,22/08/2016 22:04:00,63626280,6362628001,61.9,8,61.9,Liquidado,463395,53.9,0
1715,22/08/2016,22/08/2016 22:04:00,63626285,6362628501,839,20,839,Liquidado,439321,819,0
1716,22/08/2016,22/08/2016 22:04:00,63626287,6362628701,849,0,849,Liquidado,595984,899,"50,000,000"
1717,22/08/2016,22/08/2016 22:04:00,63626296,6362629601,60.9,11,60.9,Liquidado,506022,49.9,0
1718,22/08/2016,22/08/2016 22:04:00,63626297,6362629701,43.9,7,43.9,Liquidado,371763,36.9,0
1719,22/08/2016,22/08/2016 22:04:00,63626302,6362630201,404,6,404,Liquidado,102653,398,0
1720,22/08/2016,22/08/2016 22:05:00,63626308,6362630801,899,0,899,Liquidado,595984,899,0
1721,22/08/2016,22/08/2016 22:05:00,63626309,6362630901,1036,38,1036,Liquidado,394344,998,0
1722,22/08/2016,22/08/2016 22:05:00,63626314,6362631401,1474,25,1474,Liquidado,593573,1449,0
1723,22/08/2016,22/08/2016 22:05:00,63626317,6362631701,1471.9,12.9,1471.9,Liquidado,596249,1459,0
1724,22/08/2016,22/08/2016 22:05:00,63626318,6362631801,1606.7,26.9,1606.7,Liquidado,588404,789.9,0
1725,22/08/2016,22/08/2016 22:05:00,63626322,6362632201,168.91,7,168.91,Aberto,375747,161.91,0
1726,22/08/2016,22/08/2016 22:05:00,63626322,6362632202,106.9,7.9,106.9,Aberto,106462,99,0
1727,22/08/2016,22/08/2016 22:05:00,63626323,6362632301,59.9,0,59.9,Liquidado,596349,59.9,0
1728,22/08/2016,22/08/2016 22:05:00,63626324,6362632401,194.95,5.9,194.95,Aberto,594980,199,"9,950,000"
1729,22/08/2016,22/08/2016 22:05:00,63626325,6362632501,626.64,15,626.64,Aberto,590168,169.9,"16,990,000"
1730,22/08/2016,22/08/2016 22:05:00,63626328,6362632801,269.1,0,69.1,Liquidado,589562,299,"29,900,000"
1731,22/08/2016,22/08/2016 22:05:00,63626328,6362632801,269.1,0,200,Liquidado,589562,299,"29,900,000"
1732,22/08/2016,22/08/2016 22:05:00,63626329,6362632901,206.9,8.9,206.9,Aberto,10563,198,0
1733,22/08/2016,22/08/2016 22:05:00,63626330,6362633001,98.04,3.99,98.04,Liquidado,365217,99,"4,950,000"
1734,22/08/2016,22/08/2016 22:05:00,63626335,6362633501,2392.9,25.9,2392.9,Liquidado,596335,789,0
1735,22/08/2016,22/08/2016 22:06:00,63626339,6362633901,767,19,767,Liquidado,583143,748,0
1736,22/08/2016,22/08/2016 22:06:00,63626342,6362634201,2414,15,2414,Liquidado,532886,2399,0
1737,22/08/2016,22/08/2016 22:06:00,63626344,6362634401,654.8,75,654.8,Liquidado,9160,109.9,0
1738,22/08/2016,22/08/2016 22:06:00,63626344,6362634401,654.8,75,654.8,Liquidado,364151,469.9,0
1739,22/08/2016,22/08/2016 22:06:00,63626349,6362634901,126,9,126,Liquidado,36482,117,0
1740,22/08/2016,22/08/2016 22:06:00,63626350,6362635001,1263,15,1263,Liquidado,103777,1248,0
1741,22/08/2016,22/08/2016 22:06:00,63626354,6362635401,215.9,6,215.9,Liquidado,375964,209.9,0
1742,22/08/2016,22/08/2016 22:06:00,63626360,6362636001,307.1,38,307.1,Liquidado,589562,299,"29,900,000"
1743,22/08/2016,22/08/2016 22:06:00,63626360,6362636002,255,38,255,Liquidado,409501,217,0
1744,22/08/2016,22/08/2016 22:07:00,63626361,6362636101,1109.02,15.9,1109.02,Liquidado,592113,1299,"205,880,000"
1745,22/08/2016,22/08/2016 22:07:00,63626362,6362636201,1493.8,25.9,1493.8,Liquidado,589374,789.9,0
1746,22/08/2016,22/08/2016 22:07:00,63626362,6362636201,1493.8,25.9,1493.8,Liquidado,590004,678,0
1747,22/08/2016,22/08/2016 22:07:00,63626367,6362636701,218.9,19,218.9,Liquidado,492489,199.9,0
1748,22/08/2016,22/08/2016 22:07:00,63626368,6362636801,1314.9,15.9,1314.9,Liquidado,592113,1299,0
1749,22/08/2016,22/08/2016 22:07:00,63626372,6362637201,345.2,43,345.2,Aberto,377311,302.2,0
1750,22/08/2016,22/08/2016 22:07:00,63626375,6362637501,3319,20,3319,Liquidado,532906,3299,0
1751,22/08/2016,22/08/2016 22:07:00,63626378,6362637801,2554.1,95,2554.1,Liquidado,344046,322,"32,200,000"
1752,22/08/2016,22/08/2016 22:07:00,63626378,6362637801,2554.1,95,2554.1,Liquidado,590295,1299.9,0
1753,22/08/2016,22/08/2016 22:07:00,63626385,6362638501,195.4,7.9,195.4,Liquidado,541967,37.5,0
1754,22/08/2016,22/08/2016 22:07:00,63626386,6362638601,261.5,7.9,261.5,Liquidado,525870,63.4,0
1755,22/08/2016,22/08/2016 22:07:00,63626386,6362638601,261.5,7.9,261.5,Liquidado,525871,63.4,0
1756,22/08/2016,22/08/2016 22:07:00,63626387,6362638701,948.9,20,948.9,Liquidado,395372,928.9,0
1757,22/08/2016,22/08/2016 22:08:00,63626398,6362639801,3221.9,22.9,3221.9,Liquidado,589781,3199,0
1758,22/08/2016,22/08/2016 22:08:00,63626402,6362640201,29.89,9.99,29.89,Liquidado,358559,19.9,0
1759,22/08/2016,22/08/2016 22:08:00,63626406,6362640601,816.1,16,816.1,Liquidado,77556,889,"88,900,000"
1760,22/08/2016,22/08/2016 22:08:00,63626407,6362640701,457.9,8.9,457.9,Liquidado,588897,449,0
1761,22/08/2016,22/08/2016 22:08:00,63626409,6362640901,1555.44,15,1555.44,Liquidado,344038,427.9,"42,790,000"
1762,22/08/2016,22/08/2016 22:08:00,63626410,6362641001,805.8,15.9,805.8,Liquidado,589374,789.9,0
1763,22/08/2016,22/08/2016 22:08:00,63626414,6362641401,1063.1,19.98,1063.1,Aberto,583294,289.75,"28,970,000"
1764,22/08/2016,22/08/2016 22:09:00,63626419,6362641901,171.4,7.9,171.4,Liquidado,380684,54.5,0
1765,22/08/2016,22/08/2016 22:09:00,63626420,6362642001,421,22,421,Liquidado,583287,399,0
1766,22/08/2016,22/08/2016 22:09:00,63626430,6362643001,89,10,89,Liquidado,415164,79,0
1767,22/08/2016,22/08/2016 22:09:00,63626436,6362643601,444.9,15.9,444.9,Liquidado,588898,429,0
1768,22/08/2016,22/08/2016 22:09:00,63626437,6362643701,1284,86,1284,Liquidado,232979,1198,0
1769,22/08/2016,22/08/2016 22:09:00,63626440,6362644001,579.6,0,579.6,Liquidado,344046,322,"32,200,000"
1770,22/08/2016,22/08/2016 22:09:00,63626441,6362644101,1124.9,15.9,1124.9,Liquidado,543797,1109,0
1771,22/08/2016,22/08/2016 22:09:00,63626450,6362645001,87.8,14,87.8,Liquidado,371763,36.9,0
1772,22/08/2016,22/08/2016 22:09:00,63626451,6362645101,1511.9,12.9,1511.9,Liquidado,586858,1499,0
1773,22/08/2016,22/08/2016 22:09:00,63626456,6362645601,570.9,21,570.9,Liquidado,586192,549.9,0
1774,22/08/2016,22/08/2016 22:09:00,63626459,6362645901,302.8,43,302.8,Liquidado,596426,129.9,0
1775,22/08/2016,22/08/2016 22:10:00,49891944,4989194401,768.58,17.24,768.58,Aberto,544702,751.34,0
1776,22/08/2016,22/08/2016 22:10:00,63626461,6362646101,254.9,8,254.9,Liquidado,545087,246.9,0
1777,22/08/2016,22/08/2016 22:10:00,63626467,6362646701,126.06,15,126.06,Liquidado,421828,111.06,0
1778,22/08/2016,22/08/2016 22:10:00,63626469,6362646901,899,0,899,Liquidado,595984,899,0
1779,22/08/2016,22/08/2016 22:10:00,63626470,6362647001,144.34,7.9,144.34,Aberto,501098,37.9,"3,790,000"
1780,22/08/2016,22/08/2016 22:10:00,63626471,6362647101,159.7,7.9,159.7,Liquidado,541392,75.9,0
1781,22/08/2016,22/08/2016 22:10:00,63626475,6362647501,687.99,9.99,687.99,Liquidado,590004,678,0
1782,22/08/2016,22/08/2016 22:10:00,63626477,6362647701,40.89,2.99,40.89,Liquidado,541966,37.9,0
1783,22/08/2016,22/08/2016 22:10:00,63626478,6362647801,48.05,14.97,48.05,Liquidado,401156,36.74,"3,660,000"
1784,22/08/2016,22/08/2016 22:10:00,63626478,6362647802,863.12,0,863.12,Liquidado,489167,239.75,"23,970,000"
1785,22/08/2016,22/08/2016 22:10:00,63626479,6362647901,67,5,67,Liquidado,591900,62,0
1786,22/08/2016,22/08/2016 22:10:00,63626482,6362648201,3020,21,3020,Liquidado,532900,2999,0
1787,22/08/2016,22/08/2016 22:10:00,63626484,6362648401,1074.06,0,1074.06,Aberto,441059,188.43,"9,420,000"
1788,22/08/2016,22/08/2016 22:10:00,63626486,6362648601,254.6,14.9,254.6,Liquidado,492565,79.9,0
1789,22/08/2016,22/08/2016 22:10:00,63626492,6362649201,197,38,197,Liquidado,463333,159,0
1790,22/08/2016,22/08/2016 22:10:00,63626492,6362649202,270.9,19.9,270.9,Liquidado,453001,251,0
1791,22/08/2016,22/08/2016 22:10:00,63626494,6362649401,109.9,0,109.9,Aberto,9160,109.9,0
1792,22/08/2016,22/08/2016 22:10:00,63626495,6362649501,297.9,8.9,297.9,Aberto,408307,289,0
1793,22/08/2016,22/08/2016 22:10:00,63626500,6362650001,144.9,5.9,144.9,Liquidado,594972,139,0
1794,22/08/2016,22/08/2016 22:10:00,63626503,6362650301,101.9,22,101.9,Liquidado,506246,79.9,0
1795,22/08/2016,22/08/2016 22:10:00,63626504,6362650401,1164.9,15.9,1164.9,Liquidado,543799,1149,0
1796,22/08/2016,22/08/2016 22:10:00,63626506,6362650601,453,24,453,Liquidado,542174,429,0
1797,22/08/2016,22/08/2016 22:11:00,63626522,6362652201,330.9,31,330.9,Liquidado,316067,299.9,0
1798,22/08/2016,22/08/2016 22:11:00,63626525,6362652501,159.6,6,159.6,Liquidado,415910,24.9,0
1799,22/08/2016,22/08/2016 22:11:00,63626525,6362652501,159.6,6,159.6,Liquidado,438688,15.9,0
1800,22/08/2016,22/08/2016 22:11:00,63626525,6362652501,159.6,6,159.6,Liquidado,444727,36,0
1801,22/08/2016,22/08/2016 22:11:00,63626527,6362652701,174.8,10,174.8,Liquidado,588327,74.9,0
1802,22/08/2016,22/08/2016 22:11:00,63626527,6362652701,174.8,10,174.8,Liquidado,592282,89.9,0
1803,22/08/2016,22/08/2016 22:11:00,63626528,6362652801,554.9,25.9,554.9,Liquidado,588405,529,0
1804,22/08/2016,22/08/2016 22:11:00,63626529,6362652901,3019,20,3019,Liquidado,532900,2999,0
1805,22/08/2016,22/08/2016 22:11:00,63626533,6362653301,1514.9,15.9,1514.9,Aberto,586859,1499,0
1806,22/08/2016,22/08/2016 22:11:00,63626535,6362653501,1198.64,119,1198.64,Liquidado,505920,299.9,"29,990,000"
1807,22/08/2016,22/08/2016 22:11:00,63626539,6362653901,1478,32,1478,Liquidado,542576,899,0
1808,22/08/2016,22/08/2016 22:11:00,63626539,6362653901,1478,32,1478,Liquidado,588815,547,0
1809,22/08/2016,22/08/2016 22:11:00,63626543,6362654301,911.9,12.9,911.9,Liquidado,541448,899,0
1810,22/08/2016,22/08/2016 22:11:00,63626546,6362654601,108.9,9,108.9,Liquidado,275674,99.9,0
1811,22/08/2016,22/08/2016 22:11:00,63626550,6362655001,1605.9,57,1605.9,Liquidado,591890,1548.9,0
1812,22/08/2016,22/08/2016 22:11:00,63626556,6362655601,252,13,252,Liquidado,550005,239,0
1813,22/08/2016,22/08/2016 22:11:00,63626561,6362656101,232.9,7.9,232.9,Liquidado,541968,37.5,0
1814,22/08/2016,22/08/2016 22:12:00,63626575,6362657501,1511.9,12.9,1511.9,Liquidado,586858,1499,0
1815,22/08/2016,22/08/2016 22:12:00,63626578,6362657801,87.7,15,87.7,Liquidado,405111,24.9,0
1816,22/08/2016,22/08/2016 22:12:00,63626578,6362657801,87.7,15,87.7,Liquidado,446084,17.9,0
1817,22/08/2016,22/08/2016 22:12:00,63626578,6362657801,87.7,15,87.7,Liquidado,500721,29.9,0
1818,22/08/2016,22/08/2016 22:12:00,63626579,6362657901,1149,0,1149,Liquidado,592628,1149,0
1819,22/08/2016,22/08/2016 22:12:00,63626583,6362658301,56.9,7,56.9,Liquidado,479258,49.9,0
1820,22/08/2016,22/08/2016 22:12:00,63626593,6362659301,277.38,7.9,277.38,Liquidado,355535,19.96,0
1821,22/08/2016,22/08/2016 22:12:00,63626593,6362659301,277.38,7.9,277.38,Liquidado,380679,54.9,0
1822,22/08/2016,22/08/2016 22:12:00,63626594,6362659401,317.8,19,317.8,Liquidado,483087,332,"33,200,000"
1823,22/08/2016,22/08/2016 22:12:00,63626605,6362660501,2007.9,8.9,2007.9,Liquidado,525622,1999,0
1824,22/08/2016,22/08/2016 22:12:00,63626607,6362660701,409.59,22,409.59,Aberto,591296,178.2,"17,820,000"
1825,22/08/2016,22/08/2016 22:12:00,63626607,6362660701,409.59,22,409.59,Aberto,591324,252.45,"25,240,000"
1826,22/08/2016,22/08/2016 22:13:00,63626623,6362662301,1507.9,8.9,1507.9,Liquidado,596566,1499,0
1827,22/08/2016,22/08/2016 22:13:00,63626627,6362662701,3013.9,15,3013.9,Liquidado,537605,2998.9,0
1828,22/08/2016,22/08/2016 22:13:00,63626637,6362663701,305.9,36,305.9,Liquidado,545043,269.9,0
1829,22/08/2016,22/08/2016 22:13:00,63626640,6362664001,1643.99,24.99,1643.99,Aberto,582345,1619,0
1830,22/08/2016,22/08/2016 22:13:00,63626642,6362664201,1397,48,1397,Liquidado,587313,1349,0
1831,22/08/2016,22/08/2016 22:13:00,63626643,6362664301,314,16,314,Liquidado,534758,298,0
1832,22/08/2016,22/08/2016 22:13:00,63626651,6362665101,128.2,13,128.2,Liquidado,275862,128,"12,800,000"
1833,22/08/2016,22/08/2016 22:13:00,63626652,6362665201,2609.8,10,2609.8,Aberto,590295,1299.9,0
1834,22/08/2016,22/08/2016 22:13:00,63626655,6362665501,550.89,0.99,550.89,Liquidado,379497,549.9,0
1835,22/08/2016,22/08/2016 22:13:00,63626656,6362665601,798.4,15.9,798.4,Aberto,501098,37.9,0
1836,22/08/2016,22/08/2016 22:13:00,63626656,6362665601,798.4,15.9,798.4,Aberto,541968,37.5,0
1837,22/08/2016,22/08/2016 22:13:00,63626656,6362665601,798.4,15.9,798.4,Aberto,578668,48.9,0
1838,22/08/2016,22/08/2016 22:13:00,63626659,6362665901,4219,20,4219,Liquidado,532907,4199,0
1839,22/08/2016,22/08/2016 22:13:00,63626662,6362666201,323,18,323,Liquidado,589911,305,0
1840,22/08/2016,22/08/2016 22:14:00,63626673,6362667301,160.9,11,160.9,Aberto,572498,149.9,0
1841,22/08/2016,22/08/2016 22:14:00,63626682,6362668201,911.9,12.9,911.9,Liquidado,541448,899,0
